Account_Num,Provider_Num,City,Hosp_Name,Hosp_Address,Score,Acct_Name_Lookup,Reimbursement_Name_Lookup
80698,296421,1,1.0,1.0,3.0,CLARK REGIONAL MEDICAL CENTER_175 HOSPITAL DRIVE_WINCHESTER_KY,CLARK REGIONAL MEDICAL CENTER_175 HOSPITAL DRIVE_WINCHESTER_KY
80680,791120,1,1.0,1.0,3.0,DOCTORS HOSPITAL_3651 WHEELER ROAD_AUGUSTA_GA,DOCTORS HOSPITAL_3651 WHEELER ROAD_AUGUSTA_GA
80599,537388,1,1.0,1.0,3.0,SPOTSYLVANIA REGIONAL MEDICAL CENTER_4600 SPOTSYLVANIA PARKWAY_FREDERICKSBURG_VA,SPOTSYLVANIA REGIONAL MEDICAL CENTER_4600 SPOTSYLVANIA PARKWAY_FREDERICKSBURG_VA
80594,402050,1,1.0,1.0,3.0,SAINT FRANCIS MEDICAL CENTER_3630 EAST IMPERIAL HIGHWAY_LYNWOOD_CA,SAINT FRANCIS MEDICAL CENTER_3630 EAST IMPERIAL HIGHWAY_LYNWOOD_CA
80555,304861,1,1.0,1.0,3.0,TRISTAR HENDERSONVILLE MEDICAL CENTER_355 NEW SHACKLE ISLAND RD_HENDERSONVILLE_TN,TRISTAR HENDERSONVILLE MEDICAL CENTER_355 NEW SHACKLE ISLAND RD_HENDERSONVILLE_TN
80505,275630,1,1.0,1.0,3.0,RAULERSON HOSPITAL_1796 HWY 441 NORTH_OKEECHOBEE_FL,RAULERSON HOSPITAL_1796 HWY 441 NORTH_OKEECHOBEE_FL
80462,567756,1,1.0,1.0,3.0,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN_850 ED HALL_KAUFMAN_TX,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN_850 ED HALL_KAUFMAN_TX
80429,693989,1,1.0,1.0,3.0,HALIFAX HEALTH MEDICAL CENTER_303 N CLYDE MORRIS BLVD_DAYTONA BEACH_FL,HALIFAX HEALTH MEDICAL CENTER_303 N CLYDE MORRIS BLVD_DAYTONA BEACH_FL
80422,214509,1,1.0,1.0,3.0,LEGACY MOUNT HOOD MEDICAL CENTER_24800 SE STARK STREET_GRESHAM_OR,LEGACY MOUNT HOOD MEDICAL CENTER_24800 SE STARK STREET_GRESHAM_OR
80417,684690,1,1.0,1.0,3.0,ABBEVILLE GENERAL HOSPITAL_118 N HOSPITAL DR_ABBEVILLE_LA,ABBEVILLE GENERAL HOSPITAL_118 N HOSPITAL DR_ABBEVILLE_LA
80415,271503,1,1.0,1.0,3.0,SETON MEDICAL CENTER HARKER HEIGHTS_850 W CENTRAL TEXAS EXPRESSWAY_HARKER HEIGHTS_TX,SETON MEDICAL CENTER HARKER HEIGHTS_850 W CENTRAL TEXAS EXPRESSWAY_HARKER HEIGHTS_TX
80256,471446,1,1.0,1.0,3.0,PARKLAND HEALTH AND HOSPITAL SYSTEM_5200 HARRY HINES BLVD_DALLAS_TX,PARKLAND HEALTH AND HOSPITAL SYSTEM_5200 HARRY HINES BLVD_DALLAS_TX
80256,127702,1,0.0,1.0,2.0,PARKLAND HEALTH AND HOSPITAL SYSTEM_5200 HARRY HINES BLVD_DALLAS_TX,UT SOUTHWESTERN UNIVERSITY HOSPITAL_6201 HARRY HINES BLVD_DALLAS_TX
80111,315986,1,1.0,1.0,3.0,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA_147 N BRENT ST_VENTURA_CA,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA_147 N BRENT ST_VENTURA_CA
80095,317148,1,1.0,1.0,3.0,HOLLAND COMMUNITY HOSPITAL_602 MICHIGAN AVE_HOLLAND_MI,HOLLAND COMMUNITY HOSPITAL_602 MICHIGAN AVE_HOLLAND_MI
80070,726640,1,1.0,1.0,3.0,HACKENSACK UNIVERSITY MEDICAL CENTER_30 PROSPECT AVE_HACKENSACK_NJ,HACKENSACK UNIVERSITY MEDICAL CENTER_30 PROSPECT AVE_HACKENSACK_NJ
80044,178349,1,0.0,1.0,2.0,THE BURDETT CARE CENTER_2215 BURDETT AVE_TROY_NY,SAMARITAN HOSPITAL_2215 BURDETT AVENUE_TROY_NY
80002,389417,1,1.0,1.0,3.0,HURLEY MEDICAL CENTER_ONE HURLEY PLAZA_FLINT_MI,HURLEY MEDICAL CENTER_ONE HURLEY PLAZA_FLINT_MI
79955,746090,1,1.0,1.0,3.0,CITIZENS MEMORIAL HOSPITAL_1500 N OAKLAND_BOLIVAR_MO,CITIZENS MEMORIAL HOSPITAL_1500 N OAKLAND_BOLIVAR_MO
79907,630354,1,0.0,1.0,2.0,ADVENTHEALTH NORTH PINELLAS_1395 S PINELLAS AVE_TARPON SPRINGS_FL,FLORIDA HOSPITAL NORTH PINELLAS_1395 S PINELLAS AVE_TARPON SPRINGS_FL
79824,741329,1,1.0,1.0,3.0,MEMORIAL REGIONAL HOSPITAL_3501 JOHNSON ST_HOLLYWOOD_FL,MEMORIAL REGIONAL HOSPITAL_3501 JOHNSON ST_HOLLYWOOD_FL
79818,293640,1,0.0,1.0,2.0,ADVENTHEALTH ORLANDO_601 E ROLLINS ST_ORLANDO_FL,FLORIDA HOSPITAL_601 E ROLLINS ST_ORLANDO_FL
79766,566045,1,1.0,1.0,3.0,SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS_8280 W WARM SPRINGS ROAD_LAS VEGAS_NV,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS_8280 W WARM SPRINGS ROAD_LAS VEGAS_NV
79748,137094,1,0.0,1.0,2.0,ADVENTIST HEALTH TULARE_869 NORTH CHERRY STREET_TULARE_CA,TULARE REGIONAL MEDICAL CENTER_869 NORTH CHERRY AVENUE_TULARE_CA
79704,229383,1,1.0,1.0,3.0,WASHINGTON COUNTY REGIONAL MEDICAL CENTER_610 SPARTA ROAD_SANDERSVILLE_GA,WASHINGTON COUNTY REGIONAL MEDICAL CENTER_610 SPARTA ROAD_SANDERSVILLE_GA
79692,590634,1,1.0,1.0,3.0,BARNES-JEWISH ST PETERS HOSPITAL_10 HOSPITAL DR_SAINT PETERS_MO,BARNES-JEWISH ST PETERS HOSPITAL_10 HOSPITAL DR_SAINT PETERS_MO
79689,639064,1,1.0,1.0,3.0,HENDRICK MEDICAL CENTER_1900 PINE_ABILENE_TX,HENDRICK MEDICAL CENTER_1900 PINE_ABILENE_TX
79681,197602,1,1.0,1.0,3.0,ORANGE PARK MEDICAL CENTER_2001 KINGSLEY AVE_ORANGE PARK_FL,ORANGE PARK MEDICAL CENTER_2001 KINGSLEY AVE_ORANGE PARK_FL
79680,237943,1,1.0,1.0,3.0,SOUTHEASTHEALTH_1701 LACEY ST_CAPE GIRARDEAU_MO,SOUTHEASTHEALTH_1701 LACEY ST_CAPE GIRARDEAU_MO
79636,839040,1,1.0,1.0,3.0,GEISINGER-COMMUNITY MEDICAL CENTER_1822 MULBERRY STREET_SCRANTON_PA,GEISINGER - COMMUNITY MEDICAL CENTER_1822 MULBERRY STREET_SCRANTON_PA
79603,602051,1,1.0,1.0,3.0,BON SECOURS-ST FRANCIS XAVIER HOSPITAL_2095 HENRY TECKLENBURG DRIVE_CHARLESTON_SC,BON SECOURS-ST FRANCIS XAVIER HOSPITAL_2095 HENRY TECKLENBURG DRIVE_CHARLESTON_SC
79596,213918,1,1.0,1.0,3.0,COMMUNITY HOSPITAL NORTH_7150 CLEARVISTA DR_INDIANAPOLIS_IN,COMMUNITY HOSPITAL NORTH_7150 CLEARVISTA DR_INDIANAPOLIS_IN
79596,521063,1,1.0,0.0,2.0,COMMUNITY HOSPITAL NORTH_7150 CLEARVISTA DR_INDIANAPOLIS_IN,COMMUNITY HOSPITAL SOUTH_1402 E COUNTY LINE RD S_INDIANAPOLIS_IN
79579,555218,1,1.0,1.0,3.0,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE_509 BILTMORE AVE_ASHEVILLE_NC,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE_509 BILTMORE AVE_ASHEVILLE_NC
79536,401365,1,1.0,1.0,3.0,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO_1200 EL CAMINO REAL_SOUTH SAN FRANCISCO_CA,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO_1200 EL CAMINO REAL_SOUTH SAN FRANCISCO_CA
79529,383397,1,1.0,1.0,3.0,SKAGIT VALLEY HOSPITAL_1415 KINCAID STREET_MOUNT VERNON_WA,SKAGIT VALLEY HOSPITAL_1415 KINCAID STREET_MOUNT VERNON_WA
79505,202915,1,1.0,1.0,3.0,CARROLL HOSPITAL CENTER_200 MEMORIAL AVENUE_WESTMINSTER_MD,CARROLL HOSPITAL CENTER_200 MEMORIAL AVENUE_WESTMINSTER_MD
79458,152094,1,1.0,1.0,3.0,VALLEY REGIONAL MEDICAL CENTER_100 A ALTON GLOOR_BROWNSVILLE_TX,VALLEY REGIONAL MEDICAL CENTER_100 A ALTON GLOOR_BROWNSVILLE_TX
79425,390799,1,1.0,1.0,3.0,DECATUR COUNTY GENERAL HOSPITAL_969 TENNESSEE AVE S_PARSONS_TN,DECATUR COUNTY GENERAL HOSPITAL_969 TENNESSEE AVE S_PARSONS_TN
79396,712210,1,1.0,1.0,3.0,CHRISTUS SPOHN HOSPITAL ALICE_2500 E MAIN STREET_ALICE_TX,CHRISTUS SPOHN HOSPITAL ALICE_2500 E MAIN STREET_ALICE_TX
79395,180580,1,0.0,1.0,2.0,TWIN VALLEY BEHAVIORAL HEALTHCARE_2200 WEST BROAD STREET_COLUMBUS_OH,DOCTORS HOSPITAL_5100 WEST  BROAD STREET_COLUMBUS_OH
79394,545260,1,1.0,1.0,3.0,BANNER BOSWELL MEDICAL CENTER_10401 WEST THUNDERBIRD BOULEVARD_SUN CITY_AZ,BANNER BOSWELL MEDICAL CENTER_10401 WEST THUNDERBIRD BOULEVARD_SUN CITY_AZ
79350,373519,1,1.0,1.0,3.0,PRATT REGIONAL MEDICAL CENTER_200 COMMODORE ST_PRATT_KS,PRATT REGIONAL MEDICAL CENTER_200 COMMODORE ST_PRATT_KS
79348,217969,1,1.0,1.0,3.0,POPLAR BLUFF REGIONAL MEDICAL CENTER_3100 OAK GROVE ROAD_POPLAR BLUFF_MO,POPLAR BLUFF REGIONAL MEDICAL CENTER_3100 OAK GROVE ROAD_POPLAR BLUFF_MO
79304,563682,1,1.0,1.0,3.0,MARY IMMACULATE HOSPITAL_2 BERNARDINE DRIVE_NEWPORT NEWS_VA,MARY IMMACULATE HOSPITAL_2 BERNARDINE DRIVE_NEWPORT NEWS_VA
79264,330210,1,0.0,1.0,2.0,CITY HOSPITAL AT  WHITE ROCK_9440 POPPY DR_DALLAS_TX,BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK_9440 POPPY DR_DALLAS_TX
79248,395076,1,1.0,1.0,3.0,SAINT VINCENT MEDICAL CENTER_2131 W 3RD ST_LOS ANGELES_CA,SAINT VINCENT MEDICAL CENTER_2131 W 3RD ST_LOS ANGELES_CA
79247,727033,1,1.0,1.0,3.0,OHIO STATE UNIVERSITY HOSPITALS_410 WEST 10TH AVENUE_COLUMBUS_OH,OHIO STATE UNIVERSITY HOSPITALS_410 WEST 10TH AVENUE_COLUMBUS_OH
79209,861881,1,1.0,1.0,3.0,"OKLAHOMA HEART HOSPITAL SOUTH, LLC_5200 EAST I-240 SERVICE ROAD_OKLAHOMA CITY_OK","OKLAHOMA HEART HOSPITAL SOUTH, LLC_5200 EAST I-240 SERVICE ROAD_OKLAHOMA CITY_OK"
79195,161290,1,0.0,1.0,2.0,"COMPASS BEHAVIORAL CENTER OF ALEXANDRIA, INC_6410 MASONIC DRIVE_ALEXANDRIA_LA",CHRISTUS ST FRANCES CABRINI HOSPITAL_3330 MASONIC DRIVE_ALEXANDRIA_LA
79158,140886,1,1.0,1.0,3.0,BANNER HEART HOSPITAL_6750 EAST BAYWOOD AVENUE_MESA_AZ,BANNER HEART HOSPITAL_6750 EAST BAYWOOD AVENUE_MESA_AZ
79158,148306,1,0.0,1.0,2.0,BANNER HEART HOSPITAL_6750 EAST BAYWOOD AVENUE_MESA_AZ,BANNER BAYWOOD MEDICAL CENTER_6644 EAST BAYWOOD AVENUE_MESA_AZ
79108,522917,1,1.0,1.0,3.0,BAKERSFIELD MEMORIAL HOSPITAL_420 34TH ST_BAKERSFIELD_CA,BAKERSFIELD MEMORIAL HOSPITAL_420 34TH ST BOX_BAKERSFIELD_CA
79071,550239,1,1.0,1.0,3.0,PRESENCE ST MARYS HOSPITAL_500 W COURT ST_KANKAKEE_IL,PRESENCE ST MARYS HOSPITAL_500 W COURT ST_KANKAKEE_IL
79057,753434,1,1.0,1.0,3.0,ST BERNARDS MEDICAL CENTER_225 E JACKSON_JONESBORO_AR,ST BERNARDS MEDICAL CENTER_225 E JACKSON_JONESBORO_AR
79034,359117,1,1.0,1.0,3.0,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER_10030 GILEAD ROAD_HUNTERSVILLE_NC,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER_10030 GILEAD ROAD_HUNTERSVILLE_NC
78887,478257,1,1.0,1.0,3.0,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER_1400 EIGHTH AVE_FORT WORTH_TX,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER_1400 EIGHTH AVE_FORT WORTH_TX
78887,431544,1,0.0,1.0,2.0,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER_1400 EIGHTH AVE_FORT WORTH_TX,PLAZA MEDICAL CENTER OF FORT WORTH_900 EIGHTH AVENUE_FORT WORTH_TX
78797,398372,1,1.0,1.0,3.0,EXETER HOSPITAL INC_5 ALUMNI DRIVE_EXETER_NH,EXETER HOSPITAL INC_5 ALUMNI DRIVE_EXETER_NH
78763,726372,1,1.0,1.0,3.0,MILE BLUFF MEDICAL CENTER_1050 DIVISION ST_MAUSTON_WI,MILE BLUFF MEDICAL CENTER_1050 DIVISION ST_MAUSTON_WI
78669,442809,1,1.0,1.0,3.0,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER_523 NORTH 3RD STREET_BRAINERD_MN,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER_523 NORTH 3RD STREET_BRAINERD_MN
78598,160560,1,1.0,1.0,3.0,PARRISH MEDICAL CENTER_951 N WASHINGTON AVE_TITUSVILLE_FL,PARRISH MEDICAL CENTER_951 N WASHINGTON AVE_TITUSVILLE_FL
78547,392360,1,1.0,1.0,3.0,GOOD SAMARITAN MEDICAL CENTER_200 EXEMPLA CIRCLE_LAFAYETTE_CO,GOOD SAMARITAN MEDICAL CENTER_200 EXEMPLA CIRCLE_LAFAYETTE_CO
78522,814722,1,1.0,1.0,3.0,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL_1250 16TH STREET_SANTA MONICA_CA,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL_1250 16TH STREET_SANTA MONICA_CA
78520,182611,1,1.0,1.0,3.0,BAY AREA HOSPITAL_1775 THOMPSON ROAD_COOS BAY_OR,BAY AREA HOSPITAL_1775 THOMPSON ROAD_COOS BAY_OR
78404,106455,1,1.0,1.0,3.0,MARY LANNING HEALTHCARE_715 N ST JOSEPH AVE_HASTINGS_NE,MARY LANNING HEALTHCARE_715 N ST JOSEPH AVE_HASTINGS_NE
78350,812538,1,1.0,1.0,3.0,SAINT MICHAEL'S MEDICAL CENTER_111 CENTRAL AVENUE_NEWARK_NJ,SAINT MICHAEL'S MEDICAL CENTER_111 CENTRAL AVENUE_NEWARK_NJ
78344,568751,1,1.0,1.0,3.0,ST FRANCIS MEDICAL CENTER_601 HAMILTON AVE_TRENTON_NJ,ST FRANCIS MEDICAL CENTER_601 HAMILTON AVE_TRENTON_NJ
78318,714674,1,1.0,1.0,3.0,OUACHITA COUNTY MEDICAL CENTER_638 CALIFORNIA AVENUE_CAMDEN_AR,OUACHITA COUNTY MEDICAL CENTER_638 CALIFORNIA AVENUE_CAMDEN_AR
78297,697721,1,1.0,1.0,3.0,ST MARY'S HOSPITAL_1230 BAXTER STREET_ATHENS_GA,ST MARY'S HOSPITAL_1230 BAXTER STREET_ATHENS_GA
78281,895820,1,1.0,1.0,3.0,LAWRENCE & MEMORIAL HOSPITAL_365 MONTAUK AVE_NEW LONDON_CT,LAWRENCE & MEMORIAL HOSPITAL_365 MONTAUK AVE_NEW LONDON_CT
78262,157019,1,0.0,1.0,2.0,ADVENTIST HEALTH CASTLE_640 ULUKAHIKI ST_KAILUA_HI,CASTLE MEDICAL CENTER_640 ULUKAHIKI ST_KAILUA_HI
78253,177923,1,0.0,1.0,2.0,LEHIGH VALLEY HOSPITAL - POCONO_206 EAST BROWN STREET_EAST STROUDSBURG_PA,POCONO MEDICAL CENTER_206 EAST BROWN STREET_EAST STROUDSBURG_PA
78252,243958,1,1.0,1.0,3.0,ABRAZO ARROWHEAD CAMPUS_18701 NORTH 67TH AVENUE_GLENDALE_AZ,ABRAZO ARROWHEAD CAMPUS_18701 NORTH 67TH AVENUE_GLENDALE_AZ
78247,207326,1,0.0,1.0,2.0,SINGING RIVER HEALTH SYSTEM_2809 DENNY AV_PASCAGOULA_MS,SINGING RIVER HOSPITAL_2809 DENNY AV_PASCAGOULA_MS
78226,571607,1,0.0,1.0,2.0,"DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL, LLC_3247 S MARYLAND PARKWAY_LAS VEGAS_NV",SUNRISE HOSPITAL AND MEDICAL CENTER_3186 S MARYLAND PKWY_LAS VEGAS_NV
78219,448364,1,1.0,1.0,3.0,WELLSTAR PAULDING HOSPITAL_2518 JIMMY LEE SMITH PARKWAY_HIRAM_GA,WELLSTAR PAULDING HOSPITAL_2518 JIMMY LEE SMITH PARKWAY_HIRAM_GA
78208,433437,1,1.0,1.0,3.0,HAMILTON MEDICAL CENTER_1200 MEMORIAL DRIVE_DALTON_GA,HAMILTON MEDICAL CENTER_1200 MEMORIAL DRIVE_DALTON_GA
78177,446753,1,1.0,1.0,3.0,"MARY WASHINGTON HOSPITAL, INC_1001 SAM PERRY BOULEVARD_FREDERICKSBURG_VA","MARY WASHINGTON HOSPITAL, INC_1001 SAM PERRY BOULEVARD_FREDERICKSBURG_VA"
78170,459013,1,1.0,1.0,3.0,ATRIUM MEDICAL CENTER_ONE MEDICAL CENTER DRIVE_FRANKLIN_OH,ATRIUM MEDICAL CENTER_ONE MEDICAL CENTER DRIVE_FRANKLIN_OH
78106,450616,1,1.0,1.0,3.0,MILLS-PENINSULA MEDICAL CENTER_1501 TROUSDALE DRIVE_BURLINGAME_CA,MILLS-PENINSULA MEDICAL CENTER_1501 TROUSDALE DRIVE_BURLINGAME_CA
78060,774755,1,0.0,1.0,2.0,MCALESTER REGIONAL HEALTH CENTER_ONE CLARK BASS BOULEVARD_MCALESTER_OK,MCALESTER REGIONAL HEALTH CENTER AUTHORITY_ONE CLARK BASS BOULEVARD_MCALESTER_OK
78051,114180,1,0.0,1.0,2.0,COOPER COUNTY COMMUNITY HOSPITAL_17651 B HWY_BOONVILLE_MO,COOPER COUNTY MEMORIAL HOSPITAL_17651 B HWY_BOONVILLE_MO
78048,126280,1,1.0,1.0,3.0,CANTON-POTSDAM HOSPITAL_50 LEROY STREET_POTSDAM_NY,CANTON-POTSDAM HOSPITAL_50 LEROY STREET_POTSDAM_NY
78002,120729,1,1.0,1.0,3.0,SHARON HOSPITAL_50 HOSPITAL HILL ROAD_SHARON_CT,"SHARON HOSPITAL_50 HOSPITAL HILL ROAD, PO BOX 789_SHARON_CT"
77970,746119,1,1.0,1.0,3.0,WEIRTON MEDICAL CENTER_601 COLLIERS WAY_WEIRTON_WV,WEIRTON MEDICAL CENTER_601 COLLIERS WAY_WEIRTON_WV
77965,507297,1,1.0,1.0,3.0,ALAMANCE REGIONAL MEDICAL CENTER_1240 HUFFMAN MILL RD_BURLINGTON_NC,ALAMANCE REGIONAL MEDICAL CENTER_1240 HUFFMAN MILL RD_BURLINGTON_NC
77908,485808,1,1.0,1.0,3.0,ABRAZO WEST CAMPUS_13677 WEST MCDOWELL ROAD_GOODYEAR_AZ,ABRAZO WEST CAMPUS_13677 WEST MCDOWELL ROAD_GOODYEAR_AZ
77853,747928,1,1.0,1.0,3.0,OCHSNER MEDICAL CENTER-KENNER_180 WEST ESPLANADE AVENUE_KENNER_LA,OCHSNER MEDICAL CENTER KENNER_180 WEST ESPLANADE AVENUE_KENNER_LA
77839,138254,1,0.0,1.0,2.0,ADVENTIST HEALTH BAKERSFIELD_2615 CHESTER AVENUE_BAKERSFIELD_CA,SAN JOAQUIN COMMUNITY HOSPITAL_2615 CHESTER AVENUE_BAKERSFIELD_CA
77825,251169,1,1.0,1.0,3.0,GREENWICH HOSPITAL ASSOCIATION -_5 PERRYRIDGE RD_GREENWICH_CT,GREENWICH HOSPITAL ASSOCIATION_5 PERRYRIDGE RD_GREENWICH_CT
77747,416060,1,1.0,1.0,3.0,ST LUKE'S REGIONAL MEDICAL CENTER_190 EAST BANNOCK STREET_BOISE_ID,ST LUKE'S REGIONAL MEDICAL CENTER_190 EAST BANNOCK STREET_BOISE_ID
77736,868139,1,1.0,1.0,3.0,METHODIST HOSPITAL OF SACRAMENTO_7500 HOSPITAL DRIVE_SACRAMENTO_CA,METHODIST HOSPITAL OF SACRAMENTO_7500 HOSPITAL DRIVE_SACRAMENTO_CA
77735,196902,1,0.0,1.0,2.0,ADVENTHEALTH ZEPHYRHILLS_7050 GALL BLVD_ZEPHYRHILLS_FL,FLORIDA HOSPITAL ZEPHYRHILLS_7050 GALL BLVD_ZEPHYRHILLS_FL
77730,371271,1,1.0,1.0,3.0,COOPER UNIVERSITY HOSPITAL_1 COOPER PLAZA_CAMDEN_NJ,COOPER UNIVERSITY HOSPITAL_1 COOPER PLAZA_CAMDEN_NJ
77698,853314,1,1.0,1.0,3.0,SANFORD ABERDEEN MEDICAL CENTER_2905 3RD AVE SE_ABERDEEN_SD,SANFORD ABERDEEN MEDICAL CENTER_2905 3RD AVE SE_ABERDEEN_SD
77696,204471,1,1.0,1.0,3.0,KUAKINI MEDICAL CENTER_347 NORTH KUAKINI STREET_HONOLULU_HI,KUAKINI MEDICAL CENTER_347 NORTH KUAKINI STREET_HONOLULU_HI
77668,206925,1,0.0,1.0,2.0,CHEROKEE MEDICAL CENTER_1530 N LIMESTONE ST_GAFFNEY_SC,MARY BLACK HEALTH SYSTEM GAFFNEY_1530 N LIMESTONE ST_GAFFNEY_SC
77667,668794,1,1.0,1.0,3.0,NEW YORK-PRESBYTERIAN/QUEENS_56-45 MAIN STREET_FLUSHING_NY,NEW YORK-PRESBYTERIAN/QUEENS_56-45 MAIN STREET_FLUSHING_NY
77635,686526,1,1.0,1.0,3.0,ST VINCENT MEDICAL CENTER/NORTH_2215 WILDWOOD AVENUE_SHERWOOD_AR,ST VINCENT MEDICAL CENTER/NORTH_2215 WILDWOOD AVENUE_SHERWOOD_AR
77631,642599,1,0.0,1.0,2.0,SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA_102 E LAKE MEAD DR_HENDERSON_NV,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS_102 E LAKE MEAD DR_HENDERSON_NV
77589,421840,1,1.0,1.0,3.0,"COFFEE REGIONAL MEDICAL CENTER, INC_1101 OCILLA ROAD_DOUGLAS_GA",COFFEE REGIONAL MEDICAL CENTER_1101 OCILLA ROAD_DOUGLAS_GA
77582,489239,1,1.0,0.0,2.0,PROVIDENCE HEALTH_120 GATEWAY CORPORATE BLVD_COLUMBIA_SC,PROVIDENCE HEALTH_2435 FOREST DR_COLUMBIA_SC
77542,635793,1,1.0,1.0,3.0,TANNER MEDICAL CENTER VILLA RICA_601 DALLAS HIGHWAY_VILLA RICA_GA,TANNER MEDICAL CENTER VILLA RICA_601 DALLAS HIGHWAY_VILLA RICA_GA
77503,810168,1,1.0,1.0,3.0,DESERT SPRINGS HOSPITAL_2075 EAST FLAMINGO ROAD_LAS VEGAS_NV,DESERT SPRINGS HOSPITAL_2075 EAST FLAMINGO ROAD_LAS VEGAS_NV
77456,185572,1,1.0,1.0,3.0,ILLINOIS VALLEY COMMUNITY HOSPITAL_925 WEST ST_PERU_IL,ILLINOIS VALLEY COMMUNITY HOSPITAL_925 WEST ST_PERU_IL
77446,478320,1,1.0,1.0,3.0,TRISTAR STONECREST MEDICAL CENTER_200 STONECREST BOULEVARD_SMYRNA_TN,TRISTAR STONECREST MEDICAL CENTER_200 STONECREST BOULEVARD_SMYRNA_TN
77389,492376,1,1.0,1.0,3.0,SANTA CLARA VALLEY MEDICAL CENTER_751 SOUTH BASCOM AVENUE_SAN JOSE_CA,SANTA CLARA VALLEY MEDICAL CENTER_751 SOUTH BASCOM AVENUE_SAN JOSE_CA
77346,346993,1,1.0,1.0,3.0,KAISER FOUNDATION HOSPITAL_3288 MOANALUA RD_HONOLULU_HI,KAISER FOUNDATION HOSPITAL_3288 MOANALUA RD_HONOLULU_HI
77310,749696,1,0.0,1.0,2.0,ADVENTHEALTH MANCHESTER_210 MARIE LANGDON DRIVE_MANCHESTER_KY,MEMORIAL HOSPITAL_210 MARIE LANGDON DRIVE_MANCHESTER_KY
77309,883585,1,1.0,1.0,3.0,ST JOSEPH'S HOSPITAL_350 NORTH WILMOT ROAD_TUCSON_AZ,ST JOSEPH'S HOSPITAL_350 NORTH WILMOT ROAD_TUCSON_AZ
77176,377174,1,1.0,1.0,3.0,IOWA METHODIST MEDICAL CENTER_1200 PLEASANT STREET_DES MOINES_IA,IOWA METHODIST MEDICAL CENTER_1200 PLEASANT STREET_DES MOINES_IA
77164,399428,1,1.0,1.0,3.0,"COX MEDICAL CENTER BRANSON_525 BRANSON LANDING BLVD, PO BOX 650_BRANSON_MO","COX MEDICAL CENTER BRANSON_525 BRANSON LANDING BLVD, PO BOX 650_BRANSON_MO"
77147,455582,1,1.0,1.0,3.0,HARPER UNIVERSITY HOSPITAL_3990 JOHN R STREET_DETROIT_MI,HARPER UNIVERSITY HOSPITAL_3990 JOHN R STREET_DETROIT_MI
77140,303665,1,1.0,1.0,3.0,HUNTERDON MEDICAL CENTER_2100 WESCOTT DRIVE_FLEMINGTON_NJ,HUNTERDON MEDICAL CENTER_2100 WESCOTT DRIVE_FLEMINGTON_NJ
77136,183714,1,0.0,1.0,2.0,HSHS GOOD SHEPHERD HOSPITAL INC_200 S CEDAR ST_SHELBYVILLE_IL,SHELBY MEMORIAL HOSPITAL_200 S CEDAR ST_SHELBYVILLE_IL
77112,896333,1,1.0,1.0,3.0,SWEDISH ISSAQUAH_751 NE BLAKELY DR_ISSAQUAH_WA,SWEDISH ISSAQUAH_751 NE BLAKELY DR_ISSAQUAH_WA
77100,666597,1,1.0,1.0,3.0,PRESBYTERIAN HOSPITAL_1100 CENTRAL AVENUE SE_ALBUQUERQUE_NM,PRESBYTERIAN HOSPITAL_1100 CENTRAL AVENUE SE_ALBUQUERQUE_NM
77083,671201,1,1.0,1.0,3.0,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE_2201 S STERLING ST_MORGANTON_NC,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE_2201 S STERLING ST_MORGANTON_NC
77076,824411,1,1.0,1.0,3.0,NORTHRIDGE MEDICAL CENTER_70 MEDICAL CENTER DRIVE_COMMERCE_GA,NORTHRIDGE MEDICAL CENTER_70 MEDICAL CENTER DRIVE_COMMERCE_GA
